식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
아메리치노 흑당라떼 ICE (430g당),245,48,5,0
아메리치노 흑당 ICE (490g당),159,38,2,0
오트밀 라떼 HOT (282g당),169,21,9,0
아메리치노 라떼 ICE (450g당),227,30,8,0
콜드브루 To-Go ICE (340g당),8,0,0,0
아메리치노 (Original) ICE (410g당),14,2,2,0
콜브브루 더치커피 ICE (360g당),6,1,0,0
아메리카노 HOT (300g당),9,1,1,0
카푸치노 HOT (220g당),113,9,6,0
카페라떼 HOT (280g당),152,12,8,0
바닐라 카페라떼 HOT (280g당),207,29,7,0
카라멜마끼아또 HOT (289g당),231,31,8,0
카페모카 HOT (310g당),334,29,8,0
제주 청귤 스노우 (533g당),442,109,1,0
멜론 스노우 (436g당),350,62,11,0
워터멜론 스노우 (502g당),298,70,1,0
오트밀 카라멜 스노우 (465g당),374,64,9,0
오트밀 블루베리 스노우 (478g당),371,67,8,0
코코넛 밀크 스노우 ICE (481g당),499,76,4,0
한라봉 스노우 (501g당),400,90,1,0
망고 스노우 (500g당),353,87,0,0
요거트 스노우 (472g당),403,85,5,0
딸기 스노우 (520g당),340,74,3,0
블루베리 스노우 (484g당),334,68,4,0
그린티 스노우 (497g당),550,85,8,0
자바 초코렛 칩 스노우 (545g당),556,94,7,0
쿠키&크림 스노우 (531g당),668,108,10,0
루이보스 아몬드 밀크티 HOT (390g당),335,47,9,0
얼그레이 밀크티 HOT (390g당),330,46,9,0
제주 청귤 에이드 ICE (464g당),184,45,1,0
제주 청귤 주스 ICE (511g당),264,65,1,0
워터멜론 주스 ICE (481g당),201,46,1,0
피치우롱 HOT (400g당),11,2,1,0
피치우롱 ICE (430g당),10,2,1,0
얼그레이 리저브 HOT (400g당),10,2,1,0
얼그레이 리저브 ICE (430g당),10,2,1,0
쿨민트 HOT (400g당),9,2,1,0
쿨민트 ICE (430g당),9,2,1,0
크림슨 펀치 HOT (400g당),23,5,0,0
크림슨 펀치 ICE (430g당),23,5,0,0
루이보스 빌베리 HOT (400g당),11,2,0,0
루이보스 빌베리 ICE (430g당),11,2,0,0
로얄 캐모마일 HOT (400g당),9,0,0,0
로얄 캐모마일 ICE (430g당),9,0,0,0
로즈힙 밀크티 HOT (330g당),490,65,11,0
로즈힙 밀크티 ICE (388g당),409,59,7,0
오리지널 밀크티 HOT (330g당),494,64,11,0
오리지널 밀크티 ICE (388g당),412,58,7,0
유자티 HOT (430g당),260,64,0,0
나이트로 그린티 애플 ICE (325g당),109,27,0,0
나이트로 히비스커스 라즈베리 ICE (280g당),93,23,0,0
한라봉 스파클링 에이드 ICE (471g당),418,100,1,0
자색고구마라떼 HOT (377g당),246,24,9,0
자색고구마라떼 ICE (429g당),175,18,6,0
레드자몽스파클링에이드 ICE (483g당),113,27,0,0
스트로베리 스파클링에이드 ICE (483g당),89,19,1,0
레몬티 HOT (436g당),247,62,0,0
아이스티 ICE (467g당),217,54,0,0
핫초코 HOT (383g당),468,56,12,0
아이스초코 ICE (453g당),396,50,8,0
그린 밀크티 HOT (373g당),351,48,11,0
그린 밀크티 ICE (438g당),227,42,8,0
오리지널 카쉬 (233g당),744,76,15,0
레드벨벳 카쉬 (233g당),706,81,14,0
코코넛 카쉬 (223g당),717,76,15,0
초코 카쉬 (233g당),698,76,15,0
멜론 케이크 (120g당),300,36,3,0
워터멜론 케이크 (130g당),375,38,4,0
크림 베리 케이크 (156g당),450,45,7,0
망고 피치 빙수 (540g당),389,96,2,0
오리지널 팥빙수 (400g당),530,110,10,0
망고 코코넛칩 빙수 (390g당),385,70,5,0
밀크 베리 빙수 (530g당),380,71,5,0
마스카포네 티라미수 케이크 (142g당),411,38,5,0
프리미엄 머쉬룸 베이컨 샌드위치 (170g당),325,25,15,0
프리미엄 치킨 샌드위치 (170g당),345,24,17,0
모짜렐라 치즈 포카치아 (190g당),585,45,20,0
핑크 베리 토르테 (101g당),345,39,5,0
크림 치즈 캐롯 케익 (141g당),549,53,5,0
베리 팬케익 (255g당),616,74,11,0
스위트 팬케익 (145g당),385,46,11,0
화이트쇼콜라 (136g당),471,33,6,0
에그&베이컨 샌드위치 (170g당),384,39,12,0
햄치즈샌드위치 (189g당),330,42,17,0
초코크림크로와상 (170g당),345,24,17,0
갈릭파이 (72g당),365,32,5,0
밀크아이스크림 (150g당),289,26,5,0
큐브 달콤 브레드 (150g당),728,97,14,0
크로크마담 (137g당),389,41,18,0
크로크무슈 (104g당),325,43,11,0
메이플피칸 (97g당),454,41,5,0
아이스크림 그린티 (105g당),132,28,5,0
아이스크림 바닐라 (105g당),255,24,5,0
아포가토 그린티 (135g당),257,25,5,0
아포가토 바닐라 (135g당),215,20,5,0
아이스크림와플 (382g당),906,142,11,0
플레인와플 (232g당),676,126,9,0
클래식 클럽 샌드위치 (248g당),540,58,21,0
어니언 베이글 (110g당),320,64,11,0
플레인 베이글 (110g당),309,61,12,0
오리지날 번 (60g당),240,37,4,0
뉴욕 치즈 케이크 (106g당),306,25,7,0
콜드브루 위드밀크 (420mL당),125,0,7,4
콜드브루 플레인 (420mL당),15,0,1,0
에스프레소 (30mL당),5,0,0,0
스페셜티 아메리카노 (360mL당),15,0,1,0
스페셜티 카페라떼 (360mL당),170,0,9,4
스페셜티 카푸치노 (360mL당),180,0,10,5
스페셜티 바닐라라떼 (360mL당),270,0,9,6
스페셜티 카라멜마끼아또 (360mL당),325,0,8,5
스페셜티 카페모카 (360mL당),320,0,10,10
아포카토 (80mL당),75,0,2,1
스페셜티 화이트모카 (360mL당),345,0,10,11
쿠키앤크림 드롭치노 (420mL당),555,0,7,17
스트로베리 요거트 드롭치노 (420mL당),335,0,5,2
블루베리 요거트 드롭치노 (420mL당),470,0,6,11
플레인요거트 드롭치노 (420mL당),345,0,6,2
그린티 드롭치노 (420mL당),340,0,6,7
그린티 드롭치노 (420mL당),375,0,9,9
모카 드롭치노 (420mL당),360,0,8,11
딸기주스 (420mL당),245,0,2,0
옐로우 펀치 (420mL당),105,0,1,0
그린 데이즈 (420mL당),120,0,1,0
오렌지 썸머 (420mL당),135,0,1,0
깔라만시 모히또 (600mL당),150,0,0,0
그린키위주스 (420mL당),248,0,2,0
딸기바나나 주스 (420mL당),280,0,4,1
토마토 주스 (420mL당),185,0,2,0
오렌지&자몽에이드 (480mL당),110,0,1,0
레몬에이드 (480mL당),120,0,1,0
자색고구마라떼 (360mL당),440,0,9,11
녹차라떼 (360mL당),345,0,9,7
밀크티 (360mL당),295,0,10,7
초콜릿라떼 (360mL당),400,0,12,7
아이스티 레몬 (420mL당),135,0,0,0
아이스티 복숭아 (420mL당),155,0,0,0
아이스티 석류 (420mL당),125,0,0,0
레몬차 (360mL당),175,0,0,0
제주 한라 녹차 (360mL당),0,0,0,0
한라봉차 (360mL당),170,0,0,0
자몽차 (360mL당),145,0,0,0
사과유자차 (360mL당),130,0,0,0
허브차_페퍼민트 (360mL당),0,0,0,0
허브차_캐모마일 (360mL당),0,0,0,0
홍차_얼그레이 (360mL당),0,0,0,0
단팥 아이스탑 (746g당),1150,0,40,15
허니버터 크리스피볼 (237g당),860,0,17,19
메이플 허니브레드 (280g당),915,0,17,30
갈릭치즈 크리스피볼 (244g당),875,0,26,17
갈릭치즈 허니브레드 (260g당),840,0,32,20
프리미엄 블렌드 딥라떼 HOT (354mL당),141,0,7,0
프리미엄 블렌드 딥라떼 ICED (354mL당),109,0,5,0
인절미 크림라떼 HOT (354mL당),496,0,11,0
인절미 크림라떼 ICED (354mL당),408,0,7,0
리스트레또 딜라이트 HOT (354mL당),303,0,12,0
리스트레또 딜라이트 ICED (354mL당),237,0,7,0
티라미스 크림라떼 ICED (354mL당),283,0,5,0
밀크티 크림라떼 ICED (354mL당),257,0,5,0
그린티 크림라떼 ICED (354mL당),258,0,5,0
스위트 크림라떼 ICED (354mL당),222,0,5,0
콜드브루 라떼 ICED (354mL당),125,0,5,0
콜드브루 (354mL당),15,0,0,0
아포가토 (150mL당),183,0,4,0
리얼 벨지안 카페모카 (354mL당),508,0,11,0
바닐라딜라이트 HOT (354mL당),321,0,10,0
바닐라딜라이트 ICED (354mL당),245,0,6,0
카라멜 마키아또 HOT (354mL당),246,0,8,0
카라멜 마키아또 ICED (354mL당),174,0,5,0
카페모카 HOT (354mL당),332,0,9,0
카페모카 ICED (354mL당),287,0,6,0
카푸치노 HOT (354mL당),160,0,7,0
카페라떼 HOT (354mL당),180,0,8,0
카페라떼 ICED (354mL당),103,0,5,0
아메리카노 HOT (354mL당),11,0,1,0
아메리카노 ICED (354mL당),11,0,1,0
에스프레소 마키아또 HOT (25mL당),12,0,1,0
에스프레소 꼰빠냐 HOT (25mL당),61,0,1,0
에스프레소 HOT (25mL당),5,0,0,0
우리 사과ㆍ히비스커스 HOT (354mL당),140,0,0,0
우리 사과ㆍ히비스커스 ICED (354mL당),140,0,0,0
우리 사과ㆍ레몬차 HOT (354mL당),208,0,0,0
우리 사과ㆍ레몬차 ICED (354mL당),208,0,0,0
천도복숭아 라떼 ICED (354mL당),264,0,5,0
유자 캐모마일 HOT (354mL당),188,0,0,0
유자 캐모마일 ICED (354mL당),188,0,0,0
복숭아 얼그레이 HOT (354mL당),102,0,0,0
복숭아 얼그레이 ICED (354mL당),102,0,0,0
고구마라떼 HOT (354mL당),438,0,8,0
고구마라떼 ICED (354mL당),319,0,6,0
히비스커스블렌드 HOT (354mL당),0,0,0,0
히비스커스블렌드 ICED (354mL당),0,0,0,0
피치우롱 HOT (354mL당),0,0,0,0
피치우롱 ICED (354mL당),0,0,0,0
페퍼민트 HOT (354mL당),2,0,0,0
페퍼민트 ICED (354mL당),1,0,0,0
캐모마일 HOT (354mL당),3,0,0,0
캐모마일 ICED (354mL당),1,0,0,0
얼그레이 HOT (354mL당),3,0,0,0
얼그레이 ICED (354mL당),2,0,0,0
해남 녹차 HOT (354mL당),4,0,0,0
해남 녹차 ICED (354mL당),2,0,0,0
홍자몽차 HOT (354mL당),113,0,0,0
홍자몽차 ICED (354mL당),113,0,0,0
스퀴즈레몬차 HOT (354mL당),195,0,0,0
스퀴즈레몬차 ICED (354mL당),195,0,0,0
고흥 유자차 HOT (354mL당),282,0,0,0
고흥 유자차 ICED (354mL당),282,0,0,0
제주 한라봉 감귤차 HOT (354mL당),203,0,1,0
제주 한라봉 감귤차 ICED (354mL당),203,0,1,0
밀크티라떼 HOT (354mL당),256,0,9,0
밀크티라떼 ICED (354mL당),197,0,6,0
그린티라떼 HOT (354mL당),258,0,9,0
그린티라떼 ICED (354mL당),198,0,6,0
핫초코 HOT (354mL당),404,0,10,0
핫초코 ICED (354mL당),314,0,7,0
화이트초코 HOT (354mL당),419,0,10,0
화이트초코 ICED (354mL당),354,0,7,0
리얼 벨지안 초코 HOT (354mL당),624,0,13,0
리얼 벨지안 초코 ICED (354mL당),518,0,8,0
민트초코 HOT (354mL당),320,0,11,0
민트초코 ICED (354mL당),363,0,8,0
천도복숭아 주스 (354mL당),112,0,2,0
천도복숭아 스무디 (354mL당),197,0,1,0
망고오렌지 스무디 (354mL당),209,0,1,0
딸기 스무디 (354mL당),264,0,3,0
오렌지파인착즙스무디 (354mL당),187,0,2,0
비트사과착즙스무디 (354mL당),186,0,3,0
청포도케일착즙스무디 (354mL당),209,0,2,0
오렌지파인착즙주스 (354mL당),107,0,1,0
비트사과착즙주스 (354mL당),106,0,2,0
청포도케일착즙주스 (354mL당),129,0,1,0
블루베리 요거트 할리치노 (354mL당),287,0,7,0
플레인 요거트 할리치노 (354mL당),302,0,8,0
밀크티 할리치노 (354mL당),316,0,2,0
그린티 할리치노 (354mL당),412,0,7,0
다크초코칩 할리치노 (354mL당),658,0,8,0
민트 초코 할리치노 (354mL당),511,0,8,0
딸기치즈케익 할리치노 (354mL당),432,0,7,0
콜드브루 모카 할리치노 (354mL당),407,0,6,0
콜드브루 할리치노 (354mL당),307,0,5,0
더블베리 스파클링 (472mL당),144,0,0,0
복숭아 자두 스파클링 (472mL당),153,0,0,0
자몽 파인 스파클링 new (472mL당),208,0,0,0
청포도 스파클링 (472mL당),189,0,0,0
페퍼로니 치즈 바게트 (200g당),512,0,26,0
미트볼 칠리 치즈 (233g당),570,0,26,0
명란 에그 마요 (288g당),729,0,32,0
반반 마요 (에그/감자) (285g당),684,0,26,0
당근 크림치즈 라운드 (203g당),739,0,8,0
인절미 크림 쉬폰 라운드 (170g당),602,0,9,0
복숭아 얼그레이 (168g당),609,0,6,0
아이스크림 사과 타르트 (206g당),445,0,4,0
쌀 촉촉 카스테라 (180g당),495,0,11,0
아이스크림 꽂힌 티라미스 (190g당),468,0,8,0
블루베리 마스카포네 라운드 (168g당),547,0,8,0
단호박 치즈 라운드 (233g당),665,0,15,0
페스토 햄 모짜렐라 (185g당),450,0,25,0
올리브 베이컨 치아바타 (198g당),560,0,25,0
오트밀 치킨 할라피뇨 (220g당),444,0,26,0
에그 마요 (270g당),651,0,31,0
더블 베리 치즈 라운드 (210g당),620,0,12,0
더블 초코 라운드 (231g당),951,0,9,0
딸기 갸토 쇼콜라 (121g당),406,0,6,0
리얼벨지안 초코케익 (162g당),685,0,8,0
마스카포네 티라미스 (131g당),345,0,4,0
뉴욕치즈 (125g당),313,0,6,0
쿠키&치즈 (141g당),247,0,4,0
초코쿠키 파운드케익 (80g당),380,0,5,0
얼그레이 파운드케익 (80g당),335,0,5,0
햄치즈 데니쉬식빵 (100g당),350,0,9,0
갈릭 데니쉬식빵 (100g당),335,0,10,0
크로크무슈 (160g당),470,0,10,0
스위트콘 에그데니쉬 (130g당),487,0,14,0
베이컨 에그 데니쉬 (120g당),485,0,15,0
초코칩 스콘 (105g당),508,0,8,0
크랜베리 스콘 (105g당),493,0,7,0
데니쉬 와플 (72g당),276,0,5,0
치즈 퐁듀 바게트볼 (125g당),442,0,10,0
초콜릿 카라멜 바게트볼 (147g당),545,0,10,0
허니바게트볼 (130g당),488,0,9,0
머쉬룸 수프볼 (206g당),370,0,10,0
블루베리 크림치즈 머핀 (90g당),450,0,7,0
치즈베이글&크림치즈 (148g당),479,0,14,0
플레인 베이글&크림치즈 (138g당),366,0,13,0
블루베리 베이글&크림치즈 (138g당),371,0,12,0
치킨 크림 리조또 (241g당),454,0,16,0
스파이시 씨푸드 리조또 (241g당),361,0,14,0
로제 펜네 그라탕 (241g당),383,0,22,0
멜로한 연유 라떼 (316mL당),192,0,10,0
아이스 멜로한 연유 라떼 (216mL당),137,0,7,0
멜로우 크림 라떼 (366mL당),224,0,11,0
아이스 멜로우 크림 라떼 (266mL당),169,0,8,0
에스프레소  (30mL당),1,0,0,0
카페 아메리카노 (360mL당),1,0,0,0
아이스 카페 아메리카노 (420mL당),1,0,0,0
카페 라떼 (360mL당),126,0,7,0
아이스 카페 라떼 (420mL당),91,0,5,0
카푸치노  (360mL당),116,0,7,0
아이스 카푸치노 (420mL당),61,0,3,0
바닐라 라떼 (360mL당),117,0,7,0
아이스 바닐라 라떼 (420mL당),78,0,5,0
헤이즐넛 라떼 (360mL당),158,0,7,0
아이스 헤이즐넛 라떼 (420mL당),103,0,4,0
카라멜 마끼아또 (360mL당),162,0,5,0
아이스 카라멜 마끼아또 (420mL당),162,0,5,0
카페모카 (360mL당),175,0,8,0
아이스 카페모카 (420mL당),137,0,6,0
매드벨벳 (239mL당),106,0,4,0
초콜릿 밀크 (360mL당),204,0,8,0
아이스 초콜릿 밀크 (420mL당),169,0,6,0
그린티 라떼  (360mL당),146,0,8,0
아이스 그린티 라떼  (420mL당),111,0,6,0
밀크티 (360mL당),125,0,27,0
아이스 밀크티 (420mL당),90,0,5,0
고구마 라떼 (360mL당),128,0,7,0
아이스 고구마 라떼 (420mL당),93,0,5,0
레드벨벳 라떼 (360mL당),211,0,8,0
아이스 레드벨벳 라떼 (420mL당),114,0,5,0
다크 쇼콜라 (294mL당),246,0,11,0
아이스 다크 쇼콜라 (144mL당),171,0,6,0
2019 피치플럼 빙수 (392mL당),121,0,9,0
에스프레소 프라노베 (420mL당),153,0,5,0
모카 프라노베 (420mL당),179,0,5,0
카라멜 프라노베 (420mL당),212,0,4,0
초코 프라노베 (420mL당),228,0,7,0
넛츠 프라노베 (420mL당),290,0,5,0
그린티 프라노베 (420mL당),154,0,5,0
자바칩 프라노베 (420mL당),313,0,5,0
쿠키앤크림 프라노베 (420mL당),317,0,5,0
다크쇼콜라 프라노베 (420mL당),230,0,9,0
스무벨라 딸기 (420mL당),52,0,1,0
스무벨라 키위 (420mL당),48,0,0,0
스무벨라 망고 (420mL당),12,0,0,0
베리베리 스무벨라 (420mL당),54,0,0,0
요거스무벨라 플레인 (420mL당),119,0,8,0
요거스무벨라 딸기 (420mL당),98,0,4,0
요거스무벨라 블루베리 (420mL당),98,0,4,0
맑은 유자 플럼 티 (360mL당),15,0,0,0
아이스 맑은 유자 플럼 티 (420mL당),15,0,0,0
시나몬 진저 티 (360mL당),10,0,0,0
아이스 시나몬 진저 티 (420mL당),10,0,0,0
맑은 배 도라지 티 (360mL당),12,0,0,0
아이스 맑은 배 도라지 티 (420mL당),12,0,0,0
레드클렌즈 (240mL당),40,0,1,0
루트클렌즈 (240mL당),54,0,1,0
엘로우 클렌즈 (240mL당),23,0,1,0
그린 클렌즈 (240mL당),70,0,1,0
유자차 (360mL당),30,0,0,0
레몬 에이드 (420mL당),29,0,0,0
자몽 에이드  (420mL당),29,0,0,0
라임에이드 (360mL당),8,0,0,0
얼그레이 클래식  (360mL당),0,0,0,0
캐모마일  (360mL당),3,0,0,0
머스캣 (360mL당),6,0,1,0
루이보스 슈가플럼  (360mL당),0,0,0,0
레몬 티 (360mL당),25,0,0,0
아이스 레몬 티 (420mL당),25,0,0,0
자몽 티 (360mL당),25,0,0,0
아이스 자몽 티 (420mL당),25,0,0,0
딸기 주스 (420mL당),70,0,2,0
키위 주스 (420mL당),5,0,0,0
토마토 주스 (420mL당),9,0,2,0
2019 딸기 빙수 (536mL당),141,0,17,0
2019 곡물 팥빙수 (430mL당),260,0,32,0
2019 포도 빙수 (463mL당),124,0,10,0
2019 곡물 팥빙수(SNOW) (657mL당),341,0,29,0
2019 딸기 요거트 빙수(SNOW) (651mL당),218,0,9,0
2019 피치플럼 빙수(SNOW) (538mL당),190,0,8,0
2019 포도 빙수(SNOW) (647mL당),188,0,11,0
2019 쿠키앤초코 빙수(SNOW) (467mL당),367,0,11,0
콘 소시지 (145g당),905,0,12,0
소시지 치즈 롤 (148g당),972,0,12,0
콘 치즈 (143g당),505,0,7,0
슈크림 브레드 (183g당),90,0,12,0
고구마 치즈 브레드 (172g당),289,0,13,0
크로크무슈 (220g당),1293,0,20,0
허니 갈릭 부기브레드 (170g당),492,0,9,0
스윗 칠리 부기브레드 (170g당),470,0,8,0
아이스 크로칸 슈 (80g당),135,0,7,0
미니 허니브레드 _ 플레인 (130g당),280,0,2,0
미니 허니브레드 _ 초코 (130g당),288,0,2,0
미니 허니브레드 _ 카라멜 (130g당),276,0,1,0
미니 허니브레드 _ 녹차 (130g당),270,0,1,0
컬러 베이글 (110g당),161,0,6,0
버터 카야 토스트 (128g당),131,0,9,0
카야토스트 (89g당),501,0,20,0
블루베리 토스트 (95g당),514,0,8,0
크림치즈 프레즐 (99g당),310,0,7,0
스낵의 정석(오리지널) (30g당),40,0,2,0
스낵의 정석(그린애플) (30g당),70,0,3,0
더치커피(에티오피아 예가체프) (375g당),0,0,2,0
더치커피(케냐AA) (375g당),0,0,2,0
더치커피(에티오피아 예가체프) (1000g당),6,0,6,0
더치커피(케냐AA) (1000g당),157,0,2,0
오리지널 핫도그 (143g당),292,0,14,0
어니언 핫도그 (156g당),359,0,14,0
렐리쉬 핫도그 (173g당),322,0,14,0
화이트 렐리쉬 핫도그 (178g당),342,0,16,0
할리피뇨치즈 핫도그 (178g당),342,0,16,0
시카고 핫도그 (181g당),305,0,14,0
칠리치즈 핫도그 (161g당),350,0,16,0
튜나마요 핫도그 (161g당),383,0,16,0
페퍼로니 핫도그 (161g당),398,0,16,0
어니언링 핫도그 (199g당),515,0,16,0
스파이스치킨 핫도그 (194g당),363,0,20,0
치즈불고기 핫도그 (186g당),421,0,24,0
고르곤졸라 핫도그 (152g당),373,0,20,0
치킨텐더 핫도그 (174g당),330,0,13,0
아메리카노 HOT (290mL당),34,0,1,0
아메리카노 ICE (390mL당),34,0,1,0
카페라떼 HOT (300mL당),192,0,8,0
카페라떼 ICE (390mL당),160,0,7,0
카페모카 HOT (284mL당),296,0,7,0
카페모카 ICE (390mL당),264,0,6,0
카라멜모카 HOT (279mL당),270,0,7,0
카라멜모카 ICE (390mL당),238,0,6,0
카라멜라떼 HOT (320mL당),257,0,8,0
카라멜라떼 ICE (390mL당),213,0,6,0
카라멜마끼아또 HOT (294mL당),243,0,7,0
카라멜마끼아또 ICE (390mL당),211,0,5,0
카푸치노 HOT (270mL당),148,0,6,0
카푸치노 ICE (390mL당),129,0,5,0
초코라떼 HOT (290mL당),277,0,8,0
초코라떼 ICE (390mL당),245,0,6,0
바닐라카페라떼 HOT (320mL당),260,0,8,0
바닐라카페라떼 ICE (390mL당),216,0,6,0
그린티라떼 HOT (280mL당),269,0,10,0
그린티라떼 ICE (390mL당),237,0,9,0
블랙빈 라떼 HOT (280mL당),270,0,8,0
블랙빈 라떼 ICE (390mL당),239,0,6,0
딸기 스무디 (390mL당),297,0,3,0
키위 스무디 (390mL당),306,0,3,0
망고 스무디 (390mL당),297,0,3,0
블루베리 스무디 (390mL당),315,0,3,0
버터갈릭 포테이토 S (170g당),390,0,3,0
버터갈릭 포테이토 L (240g당),780,0,6,0
치즈갈릭 포테이토 S (170g당),390,0,3,0
치즈갈릭 포테이토 L (340g당),780,0,6,0
오리지널 포테이토 S (150g당),324,0,3,0
오리지널 포테이토 L (300g당),649,0,7,0
고르곤졸라 포테이토 S (172g당),408,0,9,0
고르곤졸라 포테이토 L (344g당),815,0,19,0
칠리치즈 포테이토 S (181g당),385,0,6,0
칠리치즈 포테이토 L (362g당),769,0,13,0
사워크림 포테이토 S (181g당),471,0,6,0
사워크림 포테이토 L (362g당),943,0,13,0
스위트 칠리 포테이토 S (171g당),370,0,3,0
스위트 칠리 포테이토 L (342g당),740,0,7,0
할라치뇨치즈 포테이토 S (183g당),365,0,5,0
할라치뇨치즈 포테이토 L (366g당),729,0,10,0
어니언 포테이토 S (176g당),394,0,3,0
