식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
베이컨에그 잉글리쉬머핀 (126g당),280,0,14,0
햄에그 잉글리쉬머핀 (123g당),235,0,14,0
그릭슈바인소시지로만든모짜렐라핫도그 (80g당),260,0,8,0
(앳홈)그릭슈바인 소시지로 만든 핫도그 (85g당),270,0,7,0
(앳홈) 크림치즈프렛즐 (99g당),250,0,7,0
(앳홈) 치킨퀘사디아 (99g당),190,0,13,0
(앳홈) 스파이시 치킨 브리또 (130g당),260,0,15,0
아메리카노(R) (400mL당),10,0,0,0
아메리카노(S) (318mL당),10,0,0,0
아이스 아메리카노(R) (460mL당),15,0,0,0
아이스 아메리카노(S) (355mL당),10,0,0,0
카페라떼(R) (405mL당),210,0,10,0
카페라떼(S) (305mL당),160,0,7,0
아이스 카페라떼(R) (450mL당),145,0,6,0
아이스 카페라떼(S) (328mL당),100,0,4,0
카푸치노(R) (370mL당),190,0,8,0
카푸치노(S) (285mL당),145,0,7,0
카페모카(R) (431mL당),440,0,10,0
카페모카(S) (326mL당),350,0,8,0
아이스 카페모카(R) (506mL당),375,0,8,0
아이스 카페모카(S) (379mL당),310,0,6,0
카라멜마끼아또(R) (414mL당),340,0,10,0
카라멜마끼아또(S) (293mL당),235,0,7,0
아이스 카라멜마끼아또(R) (504mL당),380,0,8,0
아이스 카라멜마끼아또(S) (376mL당),295,0,6,0
아이스 바닐라라떼(R) (508mL당),375,0,7,0
아이스 바닐라라떼(S) (371mL당),280,0,5,0
폼나는 콜드브루 아메리카노 (R) (415mL당),40,0,1,0
코코넛 콜드브루 라떼 (390mL당),210,0,5,0
코코넛 콜드브루 크러쉬 (370mL당),355,0,5,0
콜드브루 아메리카노(R) (460mL당),15,0,0,0
콜드브루 아메리카노(S) (370mL당),10,0,0,0
콜드브루 라떼(R) (460mL당),135,0,6,0
콜드브루 라떼(S) (370mL당),100,0,5,0
콜드브루 허니라떼(R) (485mL당),200,0,6,0
콜드브루 허니라떼(S) (390mL당),165,0,5,0
콜드브루 보틀 (200mL당),25,0,1,0
폼나는 메종드 카라멜 (418mL당),275,0,7,0
폼나는 롱비치블루 아메리카노® (415mL당),45,0,1,0
롱비치블루 아이스 바닐라라떼(S) (358mL당),215,0,6,0
롱비치블루 아이스 카페모카(S) (396mL당),345,0,7,0
롱비치블루 카라멜마끼아또(S) (253mL당),235,0,7,0
롱비치블루 아이스 카페라떼(S) (350mL당),140,0,6,0
롱비치블루 아이스 아메리카노(S) (355mL당),10,0,0,0
롱비치블루 바닐라라떼(S) (288mL당),245,0,7,0
롱비치블루 카페모카(S) (326mL당),370,0,9,0
롱비치블루 아이스 카라멜마끼아또(S) (358mL당),230,0,6,0
롱비치블루 카푸치노(S) (255mL당),150,0,7,0
롱비치블루 카페라떼(S) (290mL당),170,0,1,0
롱비치블루 아메리카노(S) (310mL당),15,0,0,0
딸기 요거트 스무디 (395mL당),310,0,6,0
플레인 요거트 스무디 (405mL당),350,0,9,0
스트로베리 바나나 쿨라타(R) (440mL당),230,0,0,0
스트로베리 바나나 쿨라타(S) (360mL당),190,0,0,0
오렌지 망고 쿨라타(R) (440mL당),230,0,0,0
오렌지 망고 쿨라타(S) (360mL당),190,0,0,0
청포도 봉봉 쿨라타(R) (440mL당),170,0,0,0
청포도 봉봉 쿨라타(S) (360mL당),140,0,0,0
허니딸기라떼 (343mL당),270,0,5,0
딸기 스무디 (385mL당),250,0,2,0
망고 스무디 (375mL당),190,0,1,0
미숫가루 크러쉬(S) (410mL당),297,0,7,0
블랙버블 미숫가루 크러쉬(S) (455mL당),381,0,7,0
허쉬 모카 던카치노(S) (428mL당),330,0,4,0
블랙버블 허쉬 크러쉬(S) (468mL당),465,0,4,0
깔라만시 크러쉬 (400mL당),180,0,0,0
제주감귤 아이스 크러쉬 (400mL당),230,0,0,0
수박 크러쉬(S) (400mL당),150,0,2,0
카라멜 던카치노(S) (369mL당),300,0,4,0
레몬에이드(R) (472mL당),220,0,0,0
자몽 에이드(R) (457mL당),190,0,0,0
아이스티 복숭아(R) (495mL당),195,0,0,0
아이스티 복숭아(S) (420mL당),170,0,0,0
미숫가루 라떼(S) (310mL당),335,0,10,0
제주 청귤 블렌딩 티(S) (330mL당),200,0,0,0
폼나는 아이스 밀크티 (R) (391mL당),207,0,6,0
폼나는 아이스 그린티 라떼 (R) (372mL당),195,0,6,0
블랙버블 라떼 (380mL당),310,0,4,0
블랙버블 밀크티 (400mL당),275,0,3,0
퍼스트브레이크 (312mL당),0,0,0,0
런마테 (313mL당),0,0,0,0
유자 블렌딩티(S) (333mL당),185,0,0,0
레몬 블렌딩티(S) (334mL당),255,0,0,0
핫초코(R) (415mL당),480,0,13,0
핫초코(S) (330mL당),375,0,10,0
아이스 초코(R) (468mL당),360,0,10,0
아이스 초코(S) (378mL당),280,0,8,0
밀크티 라떼(R) (381mL당),350,0,11,0
밀크티 라떼(S) (307mL당),290,0,8,0
아이스 밀크티 라떼 (S) (331mL당),240,0,6,0
아이스 밀크티 라떼(R) (390mL당),285,0,6,0
그린티 라떼(R) (370mL당),305,0,11,0
그린티라떼(S) (296mL당),245,0,9,0
아이스 그린티 라떼(R) (416mL당),195,0,6,0
아이스 그린티 라떼(S) (342mL당),165,0,6,0
바닐라라떼(R) (428mL당),420,0,9,0
바닐라라떼(S) (318mL당),320,0,6,0
코코넛앤망고 스노우 빙수 (470mL당),385,0,1,0
밀크 스노우 빙수 (515mL당),605,0,16,0
아이스 요거트 (65mL당),112,0,1,0
아이스 블루 (65mL당),64,0,0,0
아이스 초코치노 (65mL당),150,0,2,0
아이스 라떼 (65mL당),130,0,2,0
아이스 바닐라 (65mL당),140,0,2,0
아이스 바닐라 (395mL당),20,0,1,0
모닝콤보 오렌지 주스 (240mL당),88,0,0,0
아이스 맨하탄 드립 커피(R) (460mL당),20,0,1,0
아이스 맨하탄 드립 커피(S) (355mL당),15,0,0,0
첼시바이브 아메리카노 (S) (310mL당),15,0,0,0
첼시바이브 아이스아메리카노 (S) (355mL당),10,0,1,0
첼시바이브 아이스카페라떼 (S) (330mL당),125,0,6,0
첼시바이브 카푸치노 (S) (255mL당),150,0,7,0
첼시바이브 카페라떼 (S) (290mL당),170,0,8,0
연유 버터 라우겐 (120g당),470,0,7,0
볼매 연유크림 브레드 (115g당),455,0,7,0
옥수수 범벅 (92g당),310,0,6,0
고메 미트볼 고로케 (120g당),350,0,7,0
골든 고구마 패스트리 (124g당),505,0,11,0
반반모스 (310g당),1680,0,59,0
황금파이만주 (58g당),305,0,4,0
오리지날 뺑오레쟁 (96g당),390,0,8,0
바통쉬크레 (130g당),595,0,10,0
크리스피쇼콜라 (104g당),515,0,7,0
갈릭퐁당브레드 (소) (160g당),615,0,10,0
갈릭퐁당브레드 (대) (310g당),1195,0,20,0
초코호두 브리오쉬 (90g당),365,0,7,0
흑미 찹쌀 토스트 식빵 (380g당),1050,0,31,0
고메버터식빵 (280g당),1035,0,25,0
통우유식빵 (420g당),270,0,8,0
통우유식빵(Half) (210g당),225,0,6,0
흑심 품은 맘모스 (소) (155g당),535,0,13,0
사르르 고구마 케이크 빵 (128g당),385,0,7,0
달콤한 흑당 꿀 도넛 (3개입) (159g당),570,0,9,0
베리베리 건강브레드 (소) (95g당),280,0,7,0
생크림 만난 마롱 브레드 (110g당),455,0,9,0
베리베리 건강브레드 (대) (102g당),280,0,7,0
초코칩트위스트 (76g당),325,0,6,0
고소하고 쫄깃한 찹쌀브레드 (75g당),255,0,6,0
슈크림소보로 (114g당),510,0,10,0
새콤달콤 유자파이 (100g당),365,0,6,0
라우겐(2개입) (156g당),430,0,13,0
흑심 품은 맘모스 (대) (310g당),1075,0,25,0
생크림 듬뿍 망고 패스트리 (100g당),330,0,5,0
요거크림 듬뿍 블루베리 패스트리 (90g당),325,0,5,0
크림 듬뿍 파이슈 (150g당),455,0,7,0
NEW정통고로케 (108g당),315,0,8,0
NEW김치고로케 (132g당),375,0,8,0
NEW바베큐치킨고로케 (114g당),360,0,9,0
치킨마요브레드 (125g당),365,0,15,0
부추잡채고로케 (110g당),320,0,6,0
골든피치패스트리 (140g당),405,0,8,0
청포도패스트리 (75g당),215,0,4,0
TLJ 옥수수 듬뿍 옥수수식빵 (342g당),950,0,25,0
소금버터빵 (75g당),320,0,5,0
빵속에리얼초코 (76g당),200,0,5,0
아몬드보스톡 (70g당),300,0,5,0
카라멜러스크 (75g당),270,0,4,0
NEW고소한후랑크소시지 (91g당),285,0,11,0
NEW어니언소시지포카치아 (128g당),490,0,10,0
크림가득 인절미 브레드 (133g당),615,0,12,0
오리지널뺑오쇼콜라 (58g당),230,0,5,0
NEW단팥소보로 (110g당),410,0,11,0
신선함이 가득한 11시 생크림식빵 (82g당),240,0,7,0
탕종법으로 만든 쫄깃한 식빵 (78g당),170,0,5,0
후레쉬 크림빵 (76g당),265,0,6,0
쫄깃한 찹쌀도넛 (81g당),275,0,5,0
호두 연유 바게트 (213g당),750,0,18,0
한입쏘옥 크림치즈파이 (29g당),130,0,1,0
오리지널 크라상 (58g당),260,0,4,0
프랑보아즈 아몬드 크라상 (114g당),450,0,7,0
밤이 듬뿍 맘모스(소) (175g당),645,0,11,0
통큰양파빵 (186g당),605,0,17,0
퀸즈 브리오쉬 브레드 (254g당),885,0,19,0
담백하고쫄깃한탕종브레드 (77g당),165,0,5,0
핫도그패스트리 (127g당),345,0,13,0
밤이 듬뿍 맘모스(대) (350g당),1290,0,23,0
오리지널 생크림 크라상 (71g당),305,0,4,0
카페모카빵(소) (128g당),460,0,10,0
스윗 갈릭킹 (100g당),405,0,5,0
"겉은바삭, 속은 촉촉한 플레인스콘 (67g당)",295,0,6,0
"겉은바삭, 속은 촉촉한 쇼콜라스콘 (67g당)",300,0,6,0
낙엽소시지브레드 (133g당),360,0,13,0
동글동글순치즈 (106g당),310,0,7,0
카페 카야번 (90g당),330,0,7,0
순우유브레드 (114g당),435,0,10,0
뉴패스트리도넛 (49g당),190,0,3,0
맘모스빵 (소) (130g당),450,0,9,0
땅콩크림밀크브레드 (71g당),260,0,6,0
허니밀크브레드 (242g당),875,0,18,0
순꿀 호떡 (71g당),210,0,4,0
추억의 옥수수소보로 (109g당),405,0,9,0
NEW 빵 속에 순치즈 (82g당),240,0,6,0
한겹한겹 촉촉한 밀크브레드 (128g당),445,0,10,0
NEW 빵 속에 순우유 (73g당),185,0,5,0
순 애플링 (173g당),555,0,13,0
쫄깃한 치즈스틱 (57g당),210,0,4,0
크랜베리애플크림치즈 (82g당),240,0,5,0
겹겹이 밀크롤인 (20g당),63,0,2,0
크림치즈브레드 (76g당),245,0,6,0
잡곡고구마찹쌀브레드 (256g당),695,0,16,0
메론빵 (72g당),260,0,6,0
NEW 블루베리 크림치즈 (79g당),235,0,6,0
카페모카빵(대) (257g당),925,0,21,0
단팥앙금롤브레드 (280g당),925,0,25,0
동글동글순우유롤 (345g당),1250,0,26,0
부드러운후레쉬크림샌드빵 (71g당),275,0,4,0
깨찰빵 (48g당),180,0,2,0
맘모스빵(대) (250g당),860,0,17,0
진짜고소한땅콩크림빵 (49g당),350,0,9,0
호두가오독오독씹히는단팥빵 (107g당),435,0,11,0
땅콩크림소보로 (102g당),465,0,8,0
연유크림만난단팥빵 (105g당),340,0,9,0
행복한바나나 (76g당),240,0,6,0
초코가나슈크림빵 (76g당),270,0,5,0
슈크림빵 (85g당),260,0,6,0
단팥빵 (86g당),265,0,7,0
소보로빵 (76g당),315,0,6,0
완두앙금빵 (80g당),255,0,5,0
초코소라빵 (68g당),245,0,4,0
까까웨뜨 (79g당),325,0,5,0
더블초코칩쿠키 (36g당),160,0,0,0
청키초코칩쿠키 (36g당),155,0,0,0
피넛버터쿠키 (36g당),175,0,0,0
겹겹이 치즈스틱 (20g당),64,0,2,0
띠띠뽀띠띠뽀미니샌드피넛 (65g당),215,0,5,0
띠띠뽀띠띠뽀미니샌드스트로베리 (65g당),215,0,5,0
팥과 크림이 꽉찬 크리미 단팥 (90g당),305,0,5,0
한입두입미니단팥빵 (160g당),516,0,13,0
TLJ 옥수수식빵 (513g당),1425,0,38,0
진한두유검은콩식빵 (74g당),225,0,7,0
모카패스트리식빵 (72g당),250,0,6,0
호박패스트리식빵 (341g당),1285,0,29,0
롤치즈식빵 (78g당),235,0,8,0
밤식빵 (460g당),1440,0,28,0
데니쉬식빵 (72g당),260,0,5,0
딸기잼 듬뿍 미니식빵 (295g당),890,0,19,0
순수한맛 순우유식빵 (82g당),230,0,7,0
순수한맛 순우유롤(봉) (92g당),295,0,8,0
데일리 우유식빵 (100g당),280,0,8,0
열두가지 곡물식빵 (100g당),290,0,10,0
바로굽는 토스트식빵 (100g당),310,0,8,0
담백한 모닝식빵 (100g당),280,0,10,0
호박검은깨식빵 (100g당),290,0,9,0
깨찰도넛 (56g당),215,0,2,0
프리미엄단팥도넛 (108g당),430,0,8,0
렛츠트위스트 (48g당),165,0,3,0
옥수수트위스트 (76g당),255,0,5,0
엄마랑장볼때먹던 그때그도나쓰 (135g당),435,0,5,0
슈거글레이즈드도넛 (50g당),175,0,3,0
딸기마카롱도넛 (52g당),225,0,4,0
롱스틱초코도넛 (95g당),330,0,6,0
초코마카롱도넛 (52g당),215,0,4,0
바바리안크림도넛 (62g당),175,0,3,0
스트로베리쨈도넛 (62g당),180,0,3,0
깜파뉴속의리얼초코 (130g당),390,0,9,0
몽블랑패스트리 (88g당),330,0,6,0
크림치즈데니쉬 (75g당),305,0,6,0
NEW 파이스틱 (40g당),170,0,2,0
고구마파이 (86g당),285,0,5,0
밤패스트리 (162g당),530,0,10,0
에그타르트 (45g당),145,0,2,0
블랙올리브치즈브레드 (86g당),255,0,8,0
바게트토스트 (83g당),240,0,8,0
건포도빵 (78g당),245,0,6,0
진한초콜릿깜파뉴 (74g당),195,0,5,0
순꿀 바게트 (100g당),295,0,8,0
프랑스바게트 (89g당),230,0,9,0
마늘스틱 (42g당),170,0,3,0
호두바게트 (137g당),455,0,14,0
플레인베이글 (105g당),295,0,12,0
블루베리베이글 (105g당),320,0,11,0
어니언베이글 (105g당),305,0,11,0
통밀빵 (250g당),765,0,19,0
미니치즈롤 (18g당),50,0,2,0
치즈듬뿍 순꿀꽃 (180g당),540,0,22,0
소시지카레양파빵 (124g당),335,0,13,0
미니데니쉬 (25g당),100,0,2,0
사각후랑크패스트리 (53g당),215,0,4,0
감자 베이컨 롤 (95g당),270,0,8,0
추억의 사라다 고로케 (127g당),355,0,6,0
미니햄치즈롤(봉) (208g당),555,0,22,0
트윈에그브레드 (105g당),250,0,11,0
피자토스트 (101g당),245,0,11,0
쫄깃한피자빵 (107g당),235,0,7,0
폭신폭신모닝롤 (180g당),750,0,19,0
후랑크패스트리 (104g당),425,0,9,0
사르르 초코 생크림 쉬폰 (396g당),1130,0,13,0
"4랑해, 나도 (673g당)",1920,0,25,0
우리유자 롤케이크 (100g당),370,0,6,0
볼빨간 사과 생크림 (542g당),1475,0,16,0
부드러운 고구마 라떼 케이크 (832g당),2530,0,40,0
진한 우유 생크림 케이크 1호 (810g당),1420,0,25,0
크레이프 케이크 (74g당),200,0,5,0
진한 우유 생크림 케이크 2호 (1021g당),1580,0,30,0
바닐라 초코 하트 (79g당),255,0,4,0
떠먹는 쿠키앤크림 볼 (70g당),245,0,3,0
러브 블루베리 케이크 (58g당),250,0,2,0
클래식모카케이크 (70g당),280,0,4,0
흑당 카스테라 (100g당),1519,0,7,0
사르르~ 생크림 쉬폰 (333g당),940,0,11,0
생크림케이크1호C (562g당),1535,0,23,0
생크림케이크1호A (500g당),1310,0,16,0
생크림케이크2호E (705g당),2025,0,32,0
생크림케이크2호D (717g당),1960,0,31,0
오!해피 복숭아 케이크 (72g당),205,0,3,0
유자레몬마카롱 (25g당),95,0,2,0
채석장에 간 띠띠뽀와 디젤 (100g당),350,0,5,0
브라우니 쿠키샌드 (56g당),266,0,4,0
띠띠뽀의 기차마을 (770g당),3095,0,5,0
클래식 롤케이크 (100g당),360,0,6,0
클래식 딸기잼 롤케이크 (100g당),315,0,6,0
블루베리 더블크림 롤케이크 (100g당),385,0,6,0
그랑드카페모카 롤케이크 (100g당),375,0,6,0
더블초코 롤케이크 (100g당),383,0,7,0
제주첫물녹차 롤케이크 (100g당),365,0,6,0
허니월넛 롤케이크 (100g당),390,0,7,0
달콤 밤만주 (54g당),171,0,4,0
우리 유자 카스테라 (100g당),310,0,7,0
생크림케이크1호B (460g당),1345,0,21,0
생크림케이크1호D (547g당),1460,0,23,0
생크림케이크2호C (778g당),2155,0,32,0
클래식 파운드 (100g당),450,0,6,0
호두 파운드 (100g당),484,0,7,0
클래식 카스테라 (100g당),306,0,8,0
제주 첫물녹차 카스테라 (100g당),296,0,8,0
생크림케이크3호B (889g당),2570,0,40,0
생크림케이크3호C (970g당),2650,0,41,0
초코쉬폰2호B (638g당),2185,0,26,0
그린티쉬폰2호B (698g당),2115,0,25,0
블루베리쉬폰2호B (705g당),2220,0,25,0
초코생크림케이크1호 (556g당),1620,0,21,0
초코생크림케이크2호 (798g당),2315,0,31,0
블루베리하트케이크 (619g당),1970,0,23,0
생크림케이크2호A (719g당),2000,0,32,0
생크림케이크3호A (973g당),2710,0,42,0
초코쉬폰2호A (616g당),2090,0,26,0
그린티쉬폰2호A (664g당),2045,0,26,0
블루베리쉬폰2호A (667g당),2015,0,25,0
초코생크림케이크3호 (1019g당),3090,0,42,0
요거딸기생크림케이크 (717g당),1930,0,26,0
순매직베리케이크 (921g당),2660,0,32,0
순매직딸기케이크 (1022g당),2570,0,24,0
스윗소원상자 (622g당),1485,0,23,0
티라미수 타르트 (40g당),155,0,3,0
유자 치즈 케이크 (800g당),2315,0,42,0
진한 치즈 & 달콤한 고구마 케이크 (79g당),220,0,3,0
클라우드 쉬폰 (89g당),260,0,6,0
더블초코마카롱 (25g당),110,0,1,0
솔티드카라멜마카롱 (25g당),105,0,1,0
행복하면 돼지 (542g당),1630,0,19,0
까망쿠키 치즈케이크 (80g당),300,0,4,0
쇼콜라갸또(조각) (82g당),285,0,4,0
순우유딸기무스(조각) (66g당),155,0,1,0
스트로베리 치즈 스퀘어 (646g당),1555,0,23,0
골든애플롤 (100g당),355,0,6,0
몽블랑 마카롱 (23g당),85,0,1,0
티라미수 마카롱 (25g당),100,0,1,0
수플레치즈타임 (175g당),519,0,27,0
즐거운 초코바나나 케이크 (63g당),225,0,2,0
초코 골드 레이어 케이크 (58g당),220,0,3,0
촉촉한초코타임 (195g당),913,0,12,0
행복한 플라워하트 케이크 (55g당),205,0,2,0
스윗마들렌(마들렌) (60g당),72,0,1,0
스윗마들렌(레드벨벳마들렌) (15g당),71,0,1,0
스윗마들렌(초코마들렌) (15g당),72,0,1,0
크림치즈타르트 (40g당),190,0,3,0
쁘띠 복숭아 케이크 (136g당),350,0,5,0
쁘띠 한라봉&오렌지 케이크 (145g당),355,0,5,0
오! 해피 한라봉&오렌지 케이크 (75g당),185,0,3,0
클라우드 스트로베리 치즈케이크 (77g당),315,0,3,0
쇼콜라 갸또 (71g당),265,0,3,0
트윙클 초코별 케이크 (71g당),270,0,3,0
더블 초코 스퀘어 (67g당),240,0,3,0
러브 브라우니 초코케이크 (62g당),245,0,3,0
고구마 케이크 1호 (78g당),180,0,3,0
고구마 케이크 2호 (77g당),180,0,3,0
고구마 케이크 3호 (73g당),165,0,3,0
엔젤 프레즈 쉬폰 (73g당),385,0,2,0
모찌모찌 그린티 (65g당),250,0,3,0
마카롱 판타지아 (56g당),225,0,2,0
케이크속에순우유 (조각) (71g당),205,0,3,0
쇼콜라더롤라운드케이크 (76g당),295,0,4,0
커피향가득한카페티라미수 (69g당),145,0,2,0
정말 진한 순치즈 케이크 (74g당),225,0,3,0
티라미수롤 (100g당),330,0,6,0
곰돌이와함께하는파티케이크 (54g당),225,0,2,0
클래식치즈케이크3호 (70g당),190,0,4,0
마스카포네티라미수 (72g당),215,0,4,0
아이스박스케이크 (72g당),270,0,3,0
케이크속에순우유 (79g당),250,0,4,0
고구마티라미스를만나다 (77g당),230,0,3,0
클래식녹차케이크(대) (62g당),245,0,3,0
사랑을전하는가나슈케익 (64g당),250,0,6,0
달콤화이트초코케익3호 (66g당),240,0,3,0
순우유딸기무스 (77g당),195,0,3,0
스위트러브초코 (60g당),230,0,2,0
호두파이 (66g당),275,0,6,0
진한초코케이크 (67g당),185,0,2,0
생크림케이크5호B (70g당),195,0,3,0
티라미슈B (75g당),215,0,3,0
딸기티라미슈A (73g당),205,0,3,0
클래식치즈케이크1호 (78g당),165,0,4,0
생크림케이크 6호B (72g당),195,0,3,0
생크림케이크4호E (73g당),190,0,3,0
"생크림2단케익(5호,3호) (70g당)",220,0,4,0
달콤화이트초코케이크5호 (71g당),240,0,4,0
러브스트로베리케이크 (61g당),235,0,2,0
하트앤하트케이크 (47g당),225,0,2,0
러브앤초코케이크 (66g당),250,0,3,0
로맨틱홀리데이 (68g당),265,0,3,0
클래식녹차케이크 (56g당),285,0,3,0
달콤밀크초코케익4호 (69g당),225,0,3,0
생크림케이크6호A (72g당),195,0,3,0
생크림케이크5호A (72g당),190,0,3,0
생크림케이크4호C (70g당),195,0,3,0
생크림케이크4호A (70g당),200,0,3,0
다크초코스퀘어 (59g당),225,0,3,0
우리쌀케익 (55g당),265,0,4,0
카페플라워 (73g당),245,0,3,0
천사가전하는달콤초코하트케이크 (60g당),225,0,3,0
하트를듬뿍담은쇼콜라스퀘어 (71g당),260,0,4,0
초코패밀리케익5호 (70g당),275,0,4,0
클래식녹차케이크 피스 (60g당),240,0,3,0
정말진한초코케이크피스 (85g당),235,0,3,0
고구마케이크(조각) (115g당),315,0,4,0
클래식치즈케이크(조각) (77g당),210,0,5,0
초코티라미수(조각) (85g당),265,0,4,0
마스카포네티라미수피스 (73g당),220,0,4,0
6호 3단 웨딩케익 (59g당),240,0,3,0
디어마이프린세스 (56g당),230,0,3,0
6호 3단 화이트케이크 (61g당),255,0,3,0
6호2단화이트케이크(다리포함) (60g당),245,0,3,0
6호 2단 화이트케이크 (60g당),245,0,3,0
new 6호 3단 화이트케이크(다리포함) (64g당),260,0,3,0
5호 2단 초콜릿 케이크 (71g당),260,0,3,0
뚜레쥬르 휭거마드레느 (13g당),60,0,1,0
바닐라마카롱 (17g당),85,0,1,0
패션마카롱 (17g당),70,0,1,0
산딸기마카롱 (17g당),75,0,1,0
블루베리마카롱 (17g당),70,0,1,0
녹차마카롱 (17g당),90,0,1,0
초코마카롱 (17g당),85,0,1,0
부드럽고촉촉한고구마케이크 (75g당),231,0,5,0
부드럽고촉촉한치즈케이크 (70g당),245,0,4,0
미니호두파이 (110g당),490,0,10,0
녹차카스테라 (50g당),140,0,3,0
허니 카스테라 (50g당),140,0,3,0
부드러운 카스테라 (95g당),320,0,11,0
베이비슈 (36g당),95,0,1,0
한컵의부드러움초코쉬폰 (60g당),200,0,4,0
한컵의부드러움우유쉬폰 (60g당),205,0,4,0
쁘띠치즈머핀 (70g당),290,0,5,0
쁘띠초코머핀 (70g당),260,0,4,0
휭거마드레느(낱개) (13g당),60,0,1,0
리얼브라우니 (100g당),325,0,5,0
떠먹는 쁘띠 티라미수 (99g당),325,0,4,0
맛있게 뜯어먹는 순우유 쉬폰 (62g당),200,0,4,0
BBQ 치킨 치아바타 (192g당),605,0,19,0
쉬림프카츠 샌드위치 (220g당),435,0,13,0
추억의 옛날토스트 (151g당),390,0,11,0
프리미엄 매콤 치킨버거 (170g당),480,0,17,0
통밀 크랜베리치킨 샌드위치 (130g당),290,0,14,0
단호박 새송이 샌드위치 (250g당),400,0,10,0
크랜베리치킨패스트리 (204g당),445,0,25,0
치즈어니언치킨샌드위치 (123g당),290,0,13,0
단호박 호두강정 샌드위치 (128g당),305,0,6,0
통밀 크랜베리치킨 & 단호박 호두강정 샌드위치 (129g당),295,0,10,0
단호박 호두강정 & 뉴통밀후레쉬 샌드위치 (216g당),300,0,8,0
크랜베리치킨 & 아삭햄치즈 패스트리 (208g당),450,0,19,0
베이컨에그브리오쉬 (135g당),355,0,14,0
스크램블에그브리오쉬 (122g당),285,0,10,0
그릴드 떡갈비 샌드위치 (193g당),295,0,12,0
브레드 브륄레 (243g당),653,0,16,0
햄치즈 토스트 (249g당),595,0,31,0
치킨 클럽 퀘사디아 (216g당),520,0,18,0
치킨텐더 밸런스 랩 (233g당),545,0,16,0
담백한 프로슈토 샌드위치 (176g당),400,0,21,0
신선한 바질페스토 샌드위치 (84g당),240,0,11,0
바질치킨 통밀 샌드위치 (180g당),375,0,12,0
브리치즈 크라상 샌드위치 (101g당),320,0,13,0
싱그러운 치킨텐더 그린 랩 (270g당),500,0,19,0
바질페스토마요 스프레드 (30g당),185,0,0,0
비프 불고기 샌드위치 (215g당),435,0,21,0
리얼미트 칠리핫도그 (145g당),370,0,14,0
몬테 크리스토 (237g당),660,0,20,0
프리미엄 크래미샌드위치 (226g당),510,0,17,0
로제치킨 밸런스 샌드위치 (300g당),610,0,23,0
상큼발랄 밸런스 박스 (289g당),265,0,9,0
에그쉬림프 샌드위치 (224g당),485,0,17,0
NEW 시그니쳐샌드위치 (282g당),625,0,25,0
맛살 프레쉬 샌드위치 (252g당),475,0,12,0
감자&맛살 2 IN 1 (229g당),530,0,11,0
B.E.L.T 샌드위치 (248g당),385,0,15,0
햄&포테이토샐러드 샌드위치 (330g당),735,0,23,0
에그& 감자 사라다 샌드위치 (160g당),330,0,11,0
통밀 후레쉬 샌드위치 (228g당),455,0,19,0
함박미니버거샌드위치 (114g당),270,0,12,0
햄치즈&에그샐러드샌드위치 (214g당),450,0,21,0
TLJ치킨클럽샌드위치 (292g당),745,0,23,0
손보다 빅버거 (285g당),700,0,24,0
바베큐 치킨마요 롤피자 (220g당),575,0,17,0
치즈가득크로크무슈 (140g당),400,0,18,0
핫 오믈렛 라이스머핀 (149g당),280,0,16,0
든든한 모닝에그토스트 (123g당),280,0,12,0
어니언 햄 & 치즈 베이글 샌드위치 (183g당),550,0,23,0
베이컨 크랜베리치킨 샐러드 (206g당),325,0,21,0
단호박 리코타 과일 샐러드 (264g당),390,0,6,0
치킨시저샐러드 (210g당),445,0,33,0
흔들어먹는 쉑쉑 타코 샐러드 (168g당),370,0,9,0
흔들어먹는 쉑쉑 롤치즈 샐러드 (124g당),210,0,9,0
리코타 & 상큼 과일 샐러드 (287g당),380,0,7,0
치킨 텐더 샐러드 (294g당),545,0,18,0
에너지 밸런스 박스 (313g당),405,0,13,0
밸런스 박스 (260g당),380,0,12,0
상큼과일치킨샐러드 (246g당),225,0,8,0
콥 샐러드 (294g당),470,0,18,0
하루한컵 비타민 (150g당),75,0,1,0
모닝죽_단팥 (130g당),135,0,3,0
모닝죽_단호박 (130g당),75,0,1,0
아메리카노 (310mL당),10,0,0,0
카페라떼 (330mL당),180,0,5,0
딸기 스무디 (435mL당),285,0,1,0
망고 스무디 (435mL당),230,0,0,0
카라멜 마끼아또 (320mL당),235,0,6,0
캐모마일 (340mL당),0,0,0,0
복숭아 자두스무디 (440mL당),245,0,1,0
페퍼민트 (340mL당),5,0,0,0
아이스 카페라떼 (370mL당),110,0,4,0
아이스 아메리카노 (370mL당),10,0,0,0
카푸치노 (270mL당),120,0,6,0
아이스 카라멜 마끼아또 (405mL당),200,0,5,0
카페모카 (320mL당),335,0,9,0
아이스 카페모카 (380mL당),230,0,7,0
바닐라라떼 (340mL당),240,0,7,0
아이스 바닐라라떼 (390mL당),190,0,5,0
자몽에이드 (390mL당),180,0,1,0
레몬에이드 (390mL당),220,0,0,0
아이스 그린티 라떼 (410mL당),185,0,8,0
로얄 밀크티 라떼 (320mL당),250,0,8,0
아이스 로얄 밀크티 라떼 (410mL당),170,0,3,0
유자레몬티 (335mL당),240,0,0,0
핫초코 (320mL당),360,0,10,0
